User_ID,Content_Type,Content_Duration,Watch_Time,Pause_Count,Replay_Count,Notes_Count,Quiz_Attempts,Quiz_Score,Login_Frequency,Session_Duration,Previous_Content_Completion,Device_Type,Time_of_Day,Completion_Status,Watch_Percentage,Average_Session_Time,Engagement_Score,Replay_Ratio,Quiz_Performance,Cluster,User_Segment
U160,Course,17,17,1,1,4,1,41,2,47,Not Completed,Laptop,Evening,Completed,100.0,23.5,55.1622922284037,0.05555555555555555,41.0,1,Regular Learners
U161,Course,67,49,0,5,3,3,68,15,173,Completed,Mobile,Morning,Completed,73.13432835820896,11.533333333333333,74.17078571781525,0.1,22.666666666666668,2,Highly Engaged Learners
U162,Video,69,6,7,3,5,2,77,3,178,Completed,Tablet,Night,Not Completed,8.695652173913043,59.333333333333336,36.726286844631886,0.42857142857142855,38.5,0,Passive Users
U163,Quiz,59,31,4,3,3,3,42,13,150,Completed,Laptop,Evening,Completed,52.54237288135594,11.538461538461538,47.16508517384466,0.09375,14.0,0,Passive Users
U164,Video,37,37,1,4,1,1,55,3,96,Completed,Tablet,Night,Completed,100.0,32.0,53.38066145602238,0.10526315789473684,55.0,1,Regular Learners
U165,Course,101,101,3,0,4,1,69,1,67,Completed,Laptop,Afternoon,Completed,100.0,67.0,58.72555377316632,0.0,69.0,1,Regular Learners
U166,Article,110,110,5,4,5,0,79,6,59,Not Completed,Laptop,Morning,Completed,100.0,9.833333333333334,87.82552305539438,0.036036036036036036,79.0,1,Regular Learners
U167,Tutorial,50,40,1,2,3,4,41,8,39,Completed,Tablet,Afternoon,Completed,80.0,4.875,50.41127683538688,0.04878048780487805,10.25,1,Regular Learners
U168,Course,109,40,6,1,0,3,56,12,110,Completed,Laptop,Afternoon,Not Completed,36.69724770642202,9.166666666666666,17.663595620102885,0.024390243902439025,18.666666666666668,0,Passive Users
U169,Video,73,30,2,2,1,0,80,3,34,Completed,Laptop,Morning,Not Completed,41.0958904109589,11.333333333333334,25.692166781137516,0.06451612903225806,80.0,0,Passive Users
U170,Tutorial,36,36,1,5,4,4,51,5,121,Not Completed,Tablet,Evening,Completed,100.0,24.2,75.9479845728523,0.13513513513513514,12.75,1,Regular Learners
U171,Video,72,31,1,3,1,3,74,1,164,Not Completed,Laptop,Morning,Not Completed,43.05555555555556,164.0,26.029329783724144,0.09375,24.666666666666668,0,Passive Users
U172,Video,26,26,5,4,0,2,82,10,135,Completed,Laptop,Afternoon,Completed,100.0,13.5,63.7735076282467,0.14814814814814814,41.0,2,Highly Engaged Learners
U173,Article,82,24,2,4,4,3,40,7,132,Not Completed,Laptop,Afternoon,Not Completed,29.268292682926827,18.857142857142858,37.889164618121484,0.16,13.333333333333334,0,Passive Users
U174,Tutorial,42,15,6,4,1,1,94,10,56,Completed,Tablet,Evening,Completed,35.714285714285715,5.6,42.73329660202931,0.25,94.0,0,Passive Users
U175,Tutorial,93,78,4,2,2,1,84,13,127,Completed,Mobile,Morning,Completed,83.87096774193549,9.76923076923077,65.0187334369003,0.02531645569620253,84.0,2,Highly Engaged Learners
U176,Article,86,86,4,3,0,2,54,1,48,Not Completed,Tablet,Afternoon,Not Completed,100.0,48.0,41.20618451141677,0.034482758620689655,27.0,1,Regular Learners
U177,Course,101,42,1,1,0,0,65,12,25,Not Completed,Mobile,Night,Not Completed,41.584158415841586,2.0833333333333335,22.657820579149966,0.023255813953488372,65.0,0,Passive Users
U178,Video,38,10,7,5,0,4,76,11,31,Completed,Laptop,Afternoon,Not Completed,26.31578947368421,2.8181818181818183,31.73541040560034,0.45454545454545453,19.0,0,Passive Users
U179,Quiz,22,22,7,1,2,3,60,9,63,Completed,Mobile,Afternoon,Completed,100.0,7.0,57.24086146284856,0.043478260869565216,20.0,1,Regular Learners
U180,Video,55,27,2,2,2,1,88,8,158,Not Completed,Tablet,Evening,Completed,49.09090909090909,19.75,43.74365864177803,0.07142857142857142,88.0,2,Highly Engaged Learners
U181,Video,44,44,2,5,3,0,70,7,25,Completed,Tablet,Night,Completed,100.0,3.5714285714285716,78.02655380729718,0.1111111111111111,70.0,1,Regular Learners
U182,Course,15,15,6,4,5,2,64,10,68,Not Completed,Laptop,Afternoon,Completed,100.0,6.8,88.12246151745794,0.25,32.0,1,Regular Learners
U183,Video,91,50,5,0,1,1,62,15,40,Completed,Mobile,Afternoon,Completed,54.94505494505495,2.6666666666666665,34.053556941710134,0.0,62.0,0,Passive Users
U184,Article,78,78,3,2,3,2,63,7,179,Not Completed,Laptop,Night,Completed,100.0,25.571428571428573,65.25819993856446,0.02531645569620253,31.5,2,Highly Engaged Learners
U185,Article,56,16,4,2,1,3,96,5,41,Completed,Laptop,Morning,Completed,28.57142857142857,8.2,26.86829877177671,0.11764705882352941,32.0,0,Passive Users
U186,Tutorial,34,34,5,3,5,4,77,5,171,Completed,Tablet,Morning,Completed,100.0,34.2,82.48063073825045,0.08571428571428572,19.25,2,Highly Engaged Learners
U187,Quiz,75,17,0,1,2,1,67,11,18,Not Completed,Mobile,Afternoon,Not Completed,22.666666666666664,1.6363636363636365,24.953752687805043,0.05555555555555555,67.0,0,Passive Users
U188,Video,19,19,4,2,5,1,60,13,148,Completed,Mobile,Afternoon,Completed,100.0,11.384615384615385,83.3714461244411,0.1,60.0,2,Highly Engaged Learners
U189,Video,65,65,5,2,2,3,93,5,19,Completed,Mobile,Morning,Completed,100.0,3.8,65.85207686269156,0.030303030303030304,31.0,1,Regular Learners
U190,Course,39,39,4,4,5,0,82,1,26,Not Completed,Mobile,Evening,Completed,100.0,26.0,82.777569200314,0.1,82.0,1,Regular Learners
U191,Article,118,93,3,4,3,4,57,8,77,Completed,Laptop,Night,Completed,78.8135593220339,9.625,61.72513552553711,0.0425531914893617,14.25,1,Regular Learners
U192,Quiz,14,14,0,5,4,1,75,12,57,Completed,Laptop,Night,Completed,100.0,4.75,91.38878460015701,0.3333333333333333,75.0,1,Regular Learners
U193,Tutorial,42,42,7,0,3,4,74,11,120,Completed,Tablet,Evening,Completed,100.0,10.909090909090908,66.14901532475511,0.0,18.5,2,Highly Engaged Learners
U194,Article,74,74,7,3,1,1,84,1,162,Not Completed,Laptop,Evening,Completed,100.0,162.0,56.05310761459435,0.04,84.0,2,Highly Engaged Learners
U195,Tutorial,27,27,3,0,3,4,94,4,132,Not Completed,Laptop,Evening,Completed,100.0,33.0,63.7735076282467,0.0,23.5,2,Highly Engaged Learners
U196,Course,105,47,6,5,0,2,48,15,158,Not Completed,Tablet,Evening,Not Completed,44.761904761904766,10.533333333333333,36.935926628407614,0.10416666666666667,24.0,0,Passive Users
U197,Course,120,80,0,4,1,1,92,9,110,Completed,Tablet,Evening,Completed,66.66666666666666,12.222222222222221,55.657189665176276,0.04938271604938271,92.0,2,Highly Engaged Learners
U198,Video,58,58,1,1,5,4,77,14,111,Completed,Tablet,Evening,Completed,100.0,7.928571428571429,86.04389228301307,0.01694915254237288,19.25,2,Highly Engaged Learners
U199,Quiz,20,20,5,4,1,0,97,9,74,Completed,Laptop,Night,Completed,100.0,8.222222222222221,72.9785999522168,0.19047619047619047,97.0,1,Regular Learners
U200,Tutorial,94,94,0,3,4,2,69,5,60,Completed,Laptop,Evening,Completed,100.0,12.0,74.166353800471,0.031578947368421054,34.5,1,Regular Learners
U201,Article,35,35,6,4,2,2,99,4,45,Not Completed,Tablet,Morning,Completed,100.0,11.25,73.57247687634391,0.1111111111111111,49.5,1,Regular Learners
U202,Course,72,9,6,3,5,0,83,3,90,Completed,Tablet,Evening,Not Completed,12.5,30.0,40.31536912522611,0.3,83.0,0,Passive Users
U203,Video,98,41,3,3,1,4,73,3,136,Completed,Tablet,Evening,Not Completed,41.83673469387755,45.333333333333336,27.528835350652773,0.07142857142857142,18.25,0,Passive Users
U204,Video,95,76,4,3,5,3,71,12,97,Completed,Laptop,Night,Completed,80.0,8.083333333333334,79.51124611761493,0.03896103896103896,23.666666666666668,2,Highly Engaged Learners
U205,Tutorial,68,68,0,5,5,0,42,5,113,Not Completed,Laptop,Night,Completed,100.0,22.6,79.21430765555138,0.07246376811594203,42.0,1,Regular Learners
U206,Course,36,36,5,3,5,4,42,10,24,Completed,Mobile,Evening,Completed,100.0,2.4,78.02655380729718,0.08108108108108109,10.5,1,Regular Learners
U207,Quiz,58,58,0,3,2,0,67,1,105,Completed,Laptop,Night,Completed,100.0,105.0,56.94392300078501,0.05084745762711865,67.0,1,Regular Learners
U208,Course,86,35,2,1,3,0,83,5,176,Completed,Laptop,Afternoon,Completed,40.69767441860465,35.2,37.08357377067398,0.027777777777777776,83.0,0,Passive Users
U209,Tutorial,42,13,4,0,5,1,54,6,132,Completed,Laptop,Night,Not Completed,30.952380952380953,22.0,33.34438523011512,0.0,54.0,0,Passive Users
U210,Tutorial,107,55,5,2,0,4,80,7,10,Completed,Tablet,Night,Completed,51.4018691588785,1.4285714285714286,29.40079930003033,0.03571428571428571,20.0,1,Regular Learners
U211,Course,114,33,7,0,4,3,62,12,160,Not Completed,Laptop,Night,Not Completed,28.947368421052634,13.333333333333334,35.9550622349245,0.0,20.666666666666668,0,Passive Users
U212,Tutorial,108,82,5,3,2,1,79,9,131,Completed,Tablet,Night,Completed,75.92592592592592,14.555555555555555,58.571585681725956,0.03614457831325301,79.0,2,Highly Engaged Learners
U213,Course,10,10,1,1,1,0,50,3,176,Completed,Mobile,Morning,Completed,100.0,58.666666666666664,41.20618451141677,0.09090909090909091,50.0,2,Highly Engaged Learners
U214,Article,30,30,3,4,2,0,87,15,135,Completed,Mobile,Morning,Completed,100.0,9.0,83.07450766237756,0.12903225806451613,87.0,2,Highly Engaged Learners
U215,Course,64,64,1,1,1,0,71,2,66,Completed,Tablet,Morning,Completed,100.0,33.0,46.25413836649715,0.015384615384615385,71.0,1,Regular Learners
U216,Course,15,15,5,3,2,4,97,14,90,Completed,Tablet,Evening,Completed,100.0,6.428571428571429,81.29287688999625,0.1875,24.25,2,Highly Engaged Learners
U217,Tutorial,101,27,4,1,1,4,98,3,171,Completed,Tablet,Evening,Not Completed,26.732673267326735,57.0,20.649810979254863,0.03571428571428571,24.5,0,Passive Users
U218,Tutorial,90,5,0,1,5,1,96,12,178,Completed,Laptop,Afternoon,Completed,5.555555555555555,14.833333333333334,44.43951443166434,0.16666666666666666,96.0,0,Passive Users
U219,Video,78,50,7,3,3,3,93,9,82,Completed,Mobile,Morning,Completed,64.1025641025641,9.11111111111111,63.05019598988676,0.058823529411764705,31.0,0,Passive Users
U220,Video,104,104,0,5,1,1,75,12,150,Completed,Tablet,Evening,Completed,100.0,12.5,73.57247687634391,0.047619047619047616,75.0,2,Highly Engaged Learners
U221,Article,14,14,4,1,1,2,99,7,79,Completed,Laptop,Night,Completed,100.0,11.285714285714286,60.50718454554763,0.06666666666666667,49.5,1,Regular Learners
U222,Video,111,94,5,2,0,0,72,9,15,Not Completed,Mobile,Night,Completed,84.68468468468468,1.6666666666666667,45.21351618863479,0.021052631578947368,72.0,1,Regular Learners
U223,Course,12,12,6,2,1,0,63,13,93,Not Completed,Laptop,Morning,Completed,100.0,7.153846153846154,60.50718454554763,0.15384615384615385,63.0,2,Highly Engaged Learners
U224,Tutorial,62,40,0,1,0,0,78,2,61,Not Completed,Mobile,Afternoon,Not Completed,64.51612903225806,30.5,25.535496642514506,0.024390243902439025,78.0,1,Regular Learners
U225,Video,32,32,6,5,4,1,73,5,12,Not Completed,Laptop,Afternoon,Completed,100.0,2.4,82.48063073825045,0.15151515151515152,73.0,1,Regular Learners
U226,Video,110,91,0,4,5,1,95,13,90,Completed,Mobile,Night,Completed,82.72727272727273,6.923076923076923,92.68451607097977,0.043478260869565216,95.0,2,Highly Engaged Learners
U227,Article,62,61,0,3,0,0,67,4,72,Not Completed,Mobile,Afternoon,Completed,98.38709677419355,18.0,47.86335325768027,0.04838709677419355,67.0,1,Regular Learners
U228,Article,46,5,7,2,3,1,76,15,58,Not Completed,Laptop,Morning,Not Completed,10.869565217391305,3.8666666666666667,36.274423967578656,0.3333333333333333,76.0,0,Passive Users
U229,Course,83,67,3,4,5,4,46,2,85,Completed,Tablet,Night,Completed,80.72289156626506,42.5,64.11695452412744,0.058823529411764705,11.5,1,Regular Learners
U230,Tutorial,83,58,3,1,0,4,43,9,121,Not Completed,Mobile,Evening,Not Completed,69.87951807228916,13.444444444444445,26.00508179686219,0.01694915254237288,10.75,2,Highly Engaged Learners
U231,Article,92,59,2,4,5,1,76,9,118,Not Completed,Tablet,Evening,Completed,64.13043478260869,13.11111111111111,73.45628356510163,0.06666666666666667,76.0,2,Highly Engaged Learners
U232,Video,26,26,1,0,5,0,95,6,74,Completed,Laptop,Afternoon,Completed,100.0,12.333333333333334,78.32349226936073,0.0,95.0,1,Regular Learners
U233,Tutorial,94,44,4,2,5,1,40,11,90,Completed,Tablet,Night,Completed,46.808510638297875,8.181818181818182,49.785810713167905,0.044444444444444446,40.0,0,Passive Users
U234,Tutorial,87,19,4,1,4,1,40,6,24,Completed,Tablet,Night,Not Completed,21.839080459770116,4.0,22.481995972558792,0.05,40.0,0,Passive Users
U235,Video,82,25,4,3,3,1,86,8,109,Not Completed,Tablet,Evening,Not Completed,30.48780487804878,13.625,43.813449056365016,0.11538461538461539,86.0,0,Passive Users
U236,Article,119,51,2,5,2,2,59,6,41,Not Completed,Tablet,Night,Not Completed,42.857142857142854,6.833333333333333,40.48504824640528,0.09615384615384616,29.5,1,Regular Learners
U237,Video,10,10,3,1,2,4,58,1,105,Completed,Tablet,Night,Completed,100.0,105.0,47.144953752687805,0.09090909090909091,14.5,1,Regular Learners
U238,Tutorial,60,57,5,3,0,3,68,4,137,Completed,Mobile,Night,Completed,95.0,34.25,46.5510768285607,0.05172413793103448,22.666666666666668,2,Highly Engaged Learners
U239,Quiz,54,13,6,5,5,3,49,13,155,Not Completed,Mobile,Afternoon,Not Completed,24.074074074074073,11.923076923076923,54.72238339571695,0.35714285714285715,16.333333333333332,0,Passive Users
U240,Quiz,86,78,7,5,0,2,99,7,122,Completed,Mobile,Night,Completed,90.69767441860465,17.428571428571427,64.40191228052072,0.06329113924050633,49.5,2,Highly Engaged Learners
U241,Course,13,13,6,1,4,1,57,13,92,Not Completed,Laptop,Morning,Completed,100.0,7.076923076923077,72.9785999522168,0.07142857142857142,57.0,2,Highly Engaged Learners
U242,Video,71,61,5,4,4,2,67,13,52,Completed,Tablet,Afternoon,Completed,85.91549295774648,4.0,79.94619823106014,0.06451612903225806,33.5,1,Regular Learners
U243,Video,74,30,7,4,1,2,74,2,125,Completed,Mobile,Night,Not Completed,40.54054054054054,62.5,29.585457671740485,0.12903225806451613,37.0,0,Passive Users
U244,Course,113,45,2,5,4,0,82,9,172,Not Completed,Laptop,Night,Completed,39.823008849557525,19.11111111111111,61.31391116372028,0.10869565217391304,82.0,0,Passive Users
U245,Course,41,39,5,4,1,4,86,8,87,Completed,Mobile,Morning,Completed,95.1219512195122,10.875,66.20695453686508,0.1,21.5,1,Regular Learners
U246,Course,43,43,4,0,3,3,70,8,67,Completed,Mobile,Afternoon,Completed,100.0,8.375,61.397999931738276,0.0,23.333333333333332,1,Regular Learners
U247,Tutorial,101,101,1,5,0,1,66,7,42,Completed,Tablet,Evening,Completed,100.0,6.0,59.022492235229876,0.049019607843137254,66.0,1,Regular Learners
U248,Video,104,29,0,5,3,3,50,4,23,Not Completed,Laptop,Evening,Not Completed,27.884615384615387,5.75,34.26239278316141,0.16666666666666666,16.666666666666668,0,Passive Users
U249,Tutorial,81,81,6,3,4,3,88,2,171,Completed,Tablet,Afternoon,Completed,100.0,85.5,76.24492303491587,0.036585365853658534,29.333333333333332,2,Highly Engaged Learners
U250,Course,48,48,3,4,3,4,88,3,141,Completed,Tablet,Night,Completed,100.0,47.0,75.05716918666167,0.08163265306122448,22.0,2,Highly Engaged Learners
U251,Video,35,35,3,5,3,3,77,12,68,Completed,Mobile,Night,Completed,100.0,5.666666666666667,86.04389228301307,0.1388888888888889,25.666666666666668,1,Regular Learners
U252,Tutorial,43,6,2,0,3,3,44,6,166,Completed,Tablet,Evening,Not Completed,13.953488372093023,27.666666666666668,10.421262095618784,0.0,14.666666666666666,0,Passive Users
U253,Tutorial,63,11,7,3,4,2,47,12,92,Completed,Laptop,Evening,Not Completed,17.46031746031746,7.666666666666667,36.73325434477693,0.25,23.5,0,Passive Users
U254,Course,12,12,3,1,5,4,73,12,143,Completed,Tablet,Evening,Completed,100.0,11.916666666666666,82.48063073825045,0.07692307692307693,18.25,2,Highly Engaged Learners
U255,Video,59,59,4,5,3,0,87,5,130,Not Completed,Tablet,Morning,Completed,100.0,26.0,80.69899996586915,0.08333333333333333,87.0,2,Highly Engaged Learners
U256,Course,21,21,6,0,1,1,91,12,177,Not Completed,Tablet,Evening,Completed,100.0,14.75,60.50718454554763,0.0,91.0,2,Highly Engaged Learners
U257,Video,74,74,5,2,4,3,95,8,92,Completed,Mobile,Morning,Completed,100.0,11.5,81.88675381412335,0.02666666666666667,31.666666666666668,2,Highly Engaged Learners
U258,Quiz,63,21,4,0,3,1,51,6,36,Not Completed,Laptop,Afternoon,Not Completed,33.33333333333333,6.0,21.707225502576875,0.0,51.0,0,Passive Users
U259,Article,117,47,2,0,5,0,77,6,89,Not Completed,Mobile,Night,Completed,40.17094017094017,14.833333333333334,44.553721532458006,0.0,77.0,0,Passive Users
U260,Article,14,14,4,3,4,1,40,1,143,Completed,Mobile,Evening,Completed,100.0,143.0,60.804123007611175,0.2,40.0,2,Highly Engaged Learners
U261,Article,103,103,5,1,2,0,70,4,22,Not Completed,Mobile,Night,Completed,100.0,5.5,54.27147684221304,0.009615384615384616,70.0,1,Regular Learners
U262,Course,103,55,1,2,5,2,43,5,73,Not Completed,Mobile,Night,Not Completed,53.398058252427184,14.6,46.68080722460789,0.03571428571428571,21.5,0,Passive Users
U263,Quiz,66,58,2,4,1,3,88,12,156,Not Completed,Mobile,Evening,Completed,87.87878787878788,13.0,68.11060880141736,0.06779661016949153,29.333333333333332,2,Highly Engaged Learners
U264,Video,26,26,1,4,3,0,84,11,89,Not Completed,Laptop,Evening,Completed,100.0,8.090909090909092,83.3714461244411,0.14814814814814814,84.0,1,Regular Learners
U265,Tutorial,56,29,0,0,2,1,89,3,132,Not Completed,Tablet,Afternoon,Completed,51.78571428571429,44.0,32.25561086921544,0.0,89.0,0,Passive Users
U266,Video,32,32,1,3,2,3,44,13,52,Not Completed,Mobile,Morning,Completed,100.0,4.0,64.36738455237379,0.09090909090909091,14.666666666666666,1,Regular Learners
U267,Tutorial,88,56,0,3,4,2,69,9,98,Not Completed,Mobile,Morning,Completed,63.63636363636363,10.88888888888889,61.64094958251754,0.05263157894736842,34.5,0,Passive Users
U268,Video,110,74,0,4,2,3,95,1,157,Not Completed,Laptop,Night,Completed,67.27272727272727,157.0,53.27268383345382,0.05333333333333334,31.666666666666668,2,Highly Engaged Learners
U269,Quiz,94,92,1,2,1,0,63,6,104,Completed,Laptop,Evening,Completed,97.87234042553192,17.333333333333332,51.18205326882844,0.021505376344086023,63.0,1,Regular Learners
U270,Tutorial,23,23,2,1,1,2,98,6,160,Completed,Tablet,Afternoon,Completed,100.0,26.666666666666668,59.022492235229876,0.041666666666666664,49.0,2,Highly Engaged Learners
U271,Course,75,53,7,2,0,1,42,10,11,Not Completed,Laptop,Afternoon,Not Completed,70.66666666666667,1.1,30.83313423666337,0.037037037037037035,42.0,1,Regular Learners
U272,Video,84,33,5,5,1,2,50,5,129,Not Completed,Tablet,Afternoon,Not Completed,39.285714285714285,25.8,28.989287786516364,0.14705882352941177,25.0,0,Passive Users
U273,Video,60,60,4,5,5,2,84,12,31,Completed,Mobile,Afternoon,Completed,100.0,2.5833333333333335,100.0,0.08196721311475409,42.0,1,Regular Learners
U274,Tutorial,112,111,4,1,2,4,43,15,124,Not Completed,Mobile,Afternoon,Completed,99.10714285714286,8.266666666666667,58.89523289434548,0.008928571428571428,10.75,2,Highly Engaged Learners
U275,Course,47,26,5,4,1,2,65,5,66,Not Completed,Tablet,Morning,Not Completed,55.319148936170215,13.2,37.49761265543156,0.14814814814814814,32.5,1,Regular Learners
U276,Course,73,30,6,1,4,2,66,10,81,Completed,Laptop,Morning,Completed,41.0958904109589,8.1,44.102351429077714,0.03225806451612903,33.0,0,Passive Users
U277,Quiz,107,32,6,3,0,3,85,14,16,Completed,Tablet,Morning,Completed,29.906542056074763,1.1428571428571428,32.55056709855493,0.09090909090909091,28.333333333333332,0,Passive Users
U278,Course,47,47,0,5,2,1,93,13,128,Completed,Laptop,Evening,Completed,100.0,9.846153846153847,86.04389228301307,0.10416666666666667,93.0,2,Highly Engaged Learners
U279,Course,59,59,0,0,0,3,82,5,123,Not Completed,Mobile,Night,Completed,100.0,24.6,43.58169220792518,0.0,27.333333333333332,2,Highly Engaged Learners
U280,Course,107,53,2,0,2,3,66,6,25,Not Completed,Laptop,Afternoon,Not Completed,49.532710280373834,4.166666666666667,27.918882115526262,0.0,22.0,0,Passive Users
U281,Article,91,75,3,4,4,0,81,8,92,Completed,Tablet,Evening,Completed,82.41758241758241,11.5,76.5027047767073,0.05263157894736842,81.0,1,Regular Learners
U282,Quiz,39,39,1,3,0,3,90,2,81,Completed,Tablet,Afternoon,Completed,100.0,40.5,53.08372299395884,0.075,30.0,1,Regular Learners
U283,Video,88,88,0,2,3,4,89,6,133,Not Completed,Mobile,Morning,Completed,100.0,22.166666666666668,71.7908461039626,0.02247191011235955,22.25,2,Highly Engaged Learners
U284,Tutorial,100,100,4,3,5,4,45,1,122,Completed,Laptop,Evening,Completed,100.0,122.0,68.22758455919997,0.0297029702970297,11.25,1,Regular Learners
U285,Video,60,53,2,0,5,0,98,4,21,Not Completed,Laptop,Morning,Completed,88.33333333333333,5.25,71.29594866719002,0.0,98.0,1,Regular Learners
U286,Quiz,72,24,1,0,2,1,100,14,135,Not Completed,Laptop,Afternoon,Completed,33.33333333333333,9.642857142857142,39.82047168845352,0.0,100.0,0,Passive Users
U287,Tutorial,107,90,2,5,3,1,54,10,62,Completed,Mobile,Afternoon,Completed,84.11214953271028,6.2,69.29045774583867,0.054945054945054944,54.0,1,Regular Learners
U288,Quiz,61,61,1,3,0,3,92,3,84,Completed,Laptop,Night,Completed,100.0,28.0,54.86535376634014,0.04838709677419355,30.666666666666668,1,Regular Learners
U289,Course,47,47,1,3,3,3,69,9,142,Not Completed,Tablet,Afternoon,Completed,100.0,15.777777777777779,72.9785999522168,0.0625,23.0,2,Highly Engaged Learners
U290,Tutorial,106,65,5,0,3,3,81,3,36,Completed,Laptop,Morning,Completed,61.32075471698113,12.0,40.3489848001767,0.0,27.0,1,Regular Learners
U291,Course,97,97,0,2,0,1,76,15,149,Completed,Mobile,Afternoon,Completed,100.0,9.933333333333334,60.804123007611175,0.02040816326530612,76.0,2,Highly Engaged Learners
U292,Video,88,53,7,4,4,2,97,6,154,Completed,Laptop,Night,Completed,60.22727272727273,25.666666666666668,68.33556218176854,0.07407407407407407,48.5,2,Highly Engaged Learners
U293,Video,39,39,2,4,3,4,100,1,143,Completed,Laptop,Night,Completed,100.0,143.0,76.24492303491587,0.1,25.0,2,Highly Engaged Learners
U294,Tutorial,115,5,7,3,3,2,76,12,106,Not Completed,Tablet,Morning,Not Completed,4.3478260869565215,8.833333333333334,33.17593566778507,0.5,38.0,0,Passive Users
U295,Tutorial,60,60,2,4,4,2,81,6,14,Not Completed,Laptop,Evening,Completed,100.0,2.3333333333333335,82.48063073825045,0.06557377049180328,40.5,1,Regular Learners
U296,Quiz,90,17,5,0,3,1,99,4,66,Not Completed,Tablet,Afternoon,Not Completed,18.88888888888889,16.5,26.722186195205754,0.0,99.0,0,Passive Users
U297,Quiz,14,14,4,0,3,2,76,8,165,Not Completed,Tablet,Night,Completed,100.0,20.625,63.179630704119596,0.0,38.0,2,Highly Engaged Learners
U298,Course,38,38,7,3,3,0,74,13,87,Completed,Mobile,Afternoon,Completed,100.0,6.6923076923076925,79.21430765555138,0.07692307692307693,74.0,1,Regular Learners
U299,Tutorial,13,13,4,3,5,3,62,11,78,Completed,Tablet,Afternoon,Completed,100.0,7.090909090909091,85.15307689682243,0.21428571428571427,20.666666666666668,1,Regular Learners
U300,Video,19,19,6,5,1,0,45,9,127,Not Completed,Tablet,Evening,Completed,100.0,14.11111111111111,61.10106146967473,0.25,45.0,1,Regular Learners
U301,Quiz,65,65,0,3,4,4,43,4,129,Not Completed,Mobile,Night,Completed,100.0,32.25,65.25819993856446,0.045454545454545456,10.75,1,Regular Learners
U302,Quiz,26,26,0,2,3,3,57,10,68,Completed,Tablet,Afternoon,Completed,100.0,6.8,67.03983071094576,0.07407407407407407,19.0,1,Regular Learners
U303,Video,83,36,3,4,5,2,99,12,42,Not Completed,Mobile,Night,Completed,43.373493975903614,3.5,73.98747520886646,0.10810810810810811,49.5,0,Passive Users
U304,Quiz,26,26,5,3,4,4,48,10,71,Not Completed,Laptop,Morning,Completed,100.0,7.1,73.86941533840745,0.1111111111111111,12.0,1,Regular Learners
U305,Course,93,33,4,1,2,3,88,6,59,Completed,Mobile,Morning,Completed,35.483870967741936,9.833333333333334,31.34016464285361,0.029411764705882353,29.333333333333332,0,Passive Users
U306,Tutorial,97,53,1,5,2,2,68,1,121,Not Completed,Tablet,Afternoon,Not Completed,54.63917525773196,121.0,42.816386893328406,0.09259259259259259,34.0,0,Passive Users
U307,Video,78,49,2,1,3,0,52,4,28,Completed,Mobile,Night,Completed,62.82051282051282,7.0,37.20132217691861,0.02,52.0,1,Regular Learners
U308,Tutorial,43,43,0,0,5,3,98,7,132,Completed,Tablet,Afternoon,Completed,100.0,18.857142857142858,80.40206150380558,0.0,32.666666666666664,2,Highly Engaged Learners
U309,Quiz,15,15,7,4,5,2,86,12,56,Not Completed,Laptop,Night,Completed,100.0,4.666666666666667,97.03061537936448,0.25,43.0,1,Regular Learners
U310,Quiz,62,20,2,3,4,0,91,15,176,Completed,Mobile,Night,Completed,32.25806451612903,11.733333333333333,60.39224062474884,0.14285714285714285,91.0,0,Passive Users
U311,Video,75,44,2,1,4,4,56,1,42,Not Completed,Laptop,Evening,Not Completed,58.666666666666664,42.0,38.79108501996655,0.022222222222222223,14.0,1,Regular Learners
U312,Course,86,23,3,4,5,4,84,8,150,Completed,Tablet,Evening,Completed,26.744186046511626,18.75,56.88177309012053,0.16666666666666666,21.0,0,Passive Users
U313,Article,116,22,4,0,4,4,71,12,93,Not Completed,Tablet,Evening,Not Completed,18.96551724137931,7.75,33.88511553295334,0.0,17.75,0,Passive Users
U314,Video,52,5,0,2,5,4,87,10,144,Not Completed,Laptop,Afternoon,Not Completed,9.615384615384617,14.4,44.88365315697306,0.3333333333333333,21.75,0,Passive Users
U315,Article,84,82,2,5,1,1,61,12,88,Not Completed,Mobile,Evening,Completed,97.61904761904762,7.333333333333333,68.28414426625969,0.060240963855421686,61.0,1,Regular Learners
U316,Article,120,119,0,4,5,3,43,11,23,Completed,Mobile,Evening,Completed,99.16666666666667,2.090909090909091,82.67858971295949,0.03333333333333333,14.333333333333334,1,Regular Learners
U317,Course,32,32,1,4,2,3,44,6,156,Completed,Tablet,Morning,Completed,100.0,26.0,59.61636915935698,0.12121212121212122,14.666666666666666,2,Highly Engaged Learners
U318,Article,64,64,3,2,4,1,76,5,137,Not Completed,Laptop,Night,Completed,100.0,27.4,72.68166149015325,0.03076923076923077,76.0,2,Highly Engaged Learners
U319,Article,89,70,1,4,5,2,80,10,63,Completed,Laptop,Night,Completed,78.65168539325843,6.3,82.73085977931525,0.056338028169014086,40.0,1,Regular Learners
U320,Course,104,96,0,0,5,2,88,11,157,Not Completed,Mobile,Evening,Completed,92.3076923076923,14.272727272727273,78.52906505078934,0.0,44.0,2,Highly Engaged Learners
